year_month,year,month,store_id,sku_id,category,qty_sold,promo_flag,promo_days,promo_intensity,holiday_days,days_in_month,list_price,avg_selling_price
2022-01-01,2022,1,S02,SKU0009,BEVERAGES,1581,0,0,0.0,1,31,6.19,6.19
2022-01-01,2022,1,S02,SKU0010,BEVERAGES,2051,0,0,0.0,1,31,2.59,2.59
2022-01-01,2022,1,S02,SKU0011,GROCERY,2891,0,0,0.0,1,31,3.03,3.03
2022-01-01,2022,1,S02,SKU0012,GROCERY,3815,0,0,0.0,1,31,20.5,20.5
2022-01-01,2022,1,S02,SKU0013,GROCERY,1936,0,0,0.0,1,31,17.58,17.58
2022-01-01,2022,1,S02,SKU0014,GROCERY,2336,0,0,0.0,1,31,13.14,13.14
2022-01-01,2022,1,S02,SKU0015,GROCERY,1268,1,5,0.161,1,31,7.58,7.21
2022-01-01,2022,1,S02,SKU0016,GROCERY,2904,0,0,0.0,1,31,13.72,13.72
2022-01-01,2022,1,S02,SKU0017,GROCERY,2647,0,0,0.0,1,31,24.29,24.29
2022-01-01,2022,1,S02,SKU0018,GROCERY,3695,1,4,0.129,1,31,22.53,21.66
2022-01-01,2022,1,S02,SKU0019,GROCERY,2810,0,0,0.0,1,31,3.58,3.58
2022-01-01,2022,1,S02,SKU0020,GROCERY,2070,1,7,0.226,1,31,9.15,8.53
2022-01-01,2022,1,S02,SKU0021,DAIRY,1346,0,0,0.0,1,31,20.98,20.98
2022-01-01,2022,1,S02,SKU0022,DAIRY,1172,0,0,0.0,1,31,14.25,14.25
2022-01-01,2022,1,S02,SKU0023,DAIRY,800,0,0,0.0,1,31,3.25,3.25
2022-01-01,2022,1,S02,SKU0024,DAIRY,3182,1,8,0.258,1,31,6.17,5.69
2022-01-01,2022,1,S02,SKU0025,DAIRY,498,0,0,0.0,1,31,18.11,18.11
2022-01-01,2022,1,S02,SKU0026,DAIRY,2484,1,7,0.226,1,31,3.24,3.02
2022-01-01,2022,1,S02,SKU0027,CLEANING,602,0,0,0.0,1,31,21.78,21.78
2022-01-01,2022,1,S02,SKU0028,CLEANING,886,0,0,0.0,1,31,2.99,2.99
2022-01-01,2022,1,S02,SKU0029,CLEANING,560,0,0,0.0,1,31,18.65,18.65
2022-01-01,2022,1,S02,SKU0030,CLEANING,897,0,0,0.0,1,31,12.6,12.6
2022-01-01,2022,1,S02,SKU0031,CLEANING,399,0,0,0.0,1,31,19.38,19.38
2022-01-01,2022,1,S02,SKU0032,CLEANING,865,0,0,0.0,1,31,13.1,13.1
2022-01-01,2022,1,S02,SKU0033,PERSONAL_CARE,987,1,11,0.355,1,31,2.1,1.88
2022-01-01,2022,1,S02,SKU0034,PERSONAL_CARE,263,0,0,0.0,1,31,16.46,16.46
2022-01-01,2022,1,S02,SKU0035,PERSONAL_CARE,595,1,8,0.258,1,31,22.83,21.06
2022-01-01,2022,1,S02,SKU0036,PERSONAL_CARE,380,0,0,0.0,1,31,19.26,19.26
2022-01-01,2022,1,S02,SKU0037,PERSONAL_CARE,325,0,0,0.0,1,31,8.31,8.31
2022-01-01,2022,1,S02,SKU0038,PERSONAL_CARE,316,0,0,0.0,1,31,20.49,20.49
2022-01-01,2022,1,S02,SKU0039,PERSONAL_CARE,703,0,0,0.0,1,31,20.39,20.39
2022-01-01,2022,1,S02,SKU0040,PERSONAL_CARE,359,0,0,0.0,1,31,14.17,14.17
2022-01-01,2022,1,S03,SKU0001,BEVERAGES,3596,1,3,0.097,1,31,18.7,18.16
2022-01-01,2022,1,S03,SKU0002,BEVERAGES,4053,0,0,0.0,1,31,5.17,5.17
2022-01-01,2022,1,S03,SKU0003,BEVERAGES,1482,0,0,0.0,1,31,15.63,15.63
2022-01-01,2022,1,S03,SKU0004,BEVERAGES,4141,0,0,0.0,1,31,24.29,24.29
2022-01-01,2022,1,S03,SKU0005,BEVERAGES,4889,0,0,0.0,1,31,5.77,5.77
2022-01-01,2022,1,S03,SKU0006,BEVERAGES,2084,0,0,0.0,1,31,13.83,13.83
2022-01-01,2022,1,S03,SKU0007,BEVERAGES,2981,0,0,0.0,1,31,15.88,15.88
2022-01-01,2022,1,S03,SKU0008,BEVERAGES,2606,1,8,0.258,1,31,10.11,9.33
2022-01-01,2022,1,S03,SKU0009,BEVERAGES,3169,0,0,0.0,1,31,6.19,6.19
2022-01-01,2022,1,S03,SKU0010,BEVERAGES,4563,1,4,0.129,1,31,2.59,2.49
2022-01-01,2022,1,S03,SKU0011,GROCERY,4888,0,0,0.0,1,31,3.03,3.03
2022-01-01,2022,1,S03,SKU0012,GROCERY,6506,0,0,0.0,1,31,20.5,20.5
2022-01-01,2022,1,S03,SKU0013,GROCERY,3390,0,0,0.0,1,31,17.58,17.58
2022-01-01,2022,1,S03,SKU0014,GROCERY,3944,0,0,0.0,1,31,13.14,13.14
2022-01-01,2022,1,S03,SKU0015,GROCERY,2716,1,10,0.323,1,31,7.58,6.85
2022-01-01,2022,1,S03,SKU0016,GROCERY,4899,0,0,0.0,1,31,13.72,13.72
2022-01-01,2022,1,S03,SKU0017,GROCERY,4976,0,0,0.0,1,31,24.29,24.29
2022-01-01,2022,1,S03,SKU0018,GROCERY,5690,0,0,0.0,1,31,22.53,22.53
2022-01-01,2022,1,S03,SKU0019,GROCERY,5024,0,0,0.0,1,31,3.58,3.58
2022-01-01,2022,1,S03,SKU0020,GROCERY,3055,0,0,0.0,1,31,9.15,9.15
2022-01-01,2022,1,S03,SKU0021,DAIRY,2318,0,0,0.0,1,31,20.98,20.98
2022-01-01,2022,1,S03,SKU0022,DAIRY,2159,0,0,0.0,1,31,14.25,14.25
2022-01-01,2022,1,S03,SKU0023,DAIRY,1571,1,5,0.161,1,31,3.25,3.09
2022-01-01,2022,1,S03,SKU0024,DAIRY,4388,0,0,0.0,1,31,6.17,6.17
2022-01-01,2022,1,S03,SKU0025,DAIRY,1375,1,10,0.323,1,31,18.11,16.36
2022-01-01,2022,1,S03,SKU0026,DAIRY,4193,1,7,0.226,1,31,3.24,3.02
2022-01-01,2022,1,S03,SKU0027,CLEANING,1617,1,6,0.194,1,31,21.78,20.52
2022-01-01,2022,1,S03,SKU0028,CLEANING,1627,0,0,0.0,1,31,2.99,2.99
2022-01-01,2022,1,S03,SKU0029,CLEANING,1678,1,13,0.419,1,31,18.65,16.3
2022-01-01,2022,1,S03,SKU0030,CLEANING,1623,0,0,0.0,1,31,12.6,12.6
2022-01-01,2022,1,S03,SKU0031,CLEANING,943,1,8,0.258,1,31,19.38,17.88
2022-01-01,2022,1,S03,SKU0032,CLEANING,1440,0,0,0.0,1,31,13.1,13.1
2022-01-01,2022,1,S03,SKU0033,PERSONAL_CARE,1123,0,0,0.0,1,31,2.1,2.1
2022-01-01,2022,1,S03,SKU0034,PERSONAL_CARE,775,1,12,0.387,1,31,16.46,14.55
2022-01-01,2022,1,S03,SKU0035,PERSONAL_CARE,761,0,0,0.0,1,31,22.83,22.83
2022-01-01,2022,1,S03,SKU0036,PERSONAL_CARE,691,0,0,0.0,1,31,19.26,19.26
2022-01-01,2022,1,S03,SKU0037,PERSONAL_CARE,1083,1,9,0.29,1,31,8.31,7.59
2022-01-01,2022,1,S03,SKU0038,PERSONAL_CARE,691,1,6,0.194,1,31,20.49,19.3
2022-01-01,2022,1,S03,SKU0039,PERSONAL_CARE,1188,0,0,0.0,1,31,20.39,20.39
2022-01-01,2022,1,S03,SKU0040,PERSONAL_CARE,583,0,0,0.0,1,31,14.17,14.17
2022-02-01,2022,2,S01,SKU0001,BEVERAGES,2091,0,0,0.0,1,28,18.7,18.7
2022-02-01,2022,2,S01,SKU0002,BEVERAGES,2961,0,0,0.0,1,28,5.17,5.17
2022-02-01,2022,2,S01,SKU0003,BEVERAGES,1217,0,0,0.0,1,28,15.63,15.63
2022-02-01,2022,2,S01,SKU0004,BEVERAGES,5235,1,10,0.357,1,28,24.29,21.69
2022-02-01,2022,2,S01,SKU0005,BEVERAGES,3533,0,0,0.0,1,28,5.77,5.77
2022-02-01,2022,2,S01,SKU0006,BEVERAGES,2211,1,11,0.393,1,28,13.83,12.2
2022-02-01,2022,2,S01,SKU0007,BEVERAGES,2527,0,0,0.0,1,28,15.88,15.88
2022-02-01,2022,2,S01,SKU0008,BEVERAGES,2103,1,11,0.393,1,28,10.11,8.92
2022-02-01,2022,2,S01,SKU0009,BEVERAGES,2305,0,0,0.0,1,28,6.19,6.19
2022-02-01,2022,2,S01,SKU0010,BEVERAGES,2509,0,0,0.0,1,28,2.59,2.59
2022-02-01,2022,2,S01,SKU0011,GROCERY,5027,1,7,0.25,1,28,3.03,2.8
2022-02-01,2022,2,S01,SKU0012,GROCERY,4988,0,0,0.0,1,28,20.5,20.5
2022-02-01,2022,2,S01,SKU0013,GROCERY,2800,1,3,0.107,1,28,17.58,17.02
2022-02-01,2022,2,S01,SKU0014,GROCERY,3297,0,0,0.0,1,28,13.14,13.14
2022-02-01,2022,2,S01,SKU0015,GROCERY,1813,1,3,0.107,1,28,7.58,7.34
2022-02-01,2022,2,S01,SKU0016,GROCERY,4098,0,0,0.0,1,28,13.72,13.72
2022-02-01,2022,2,S01,SKU0017,GROCERY,3668,1,3,0.107,1,28,24.29,23.51
2022-02-01,2022,2,S01,SKU0018,GROCERY,4353,0,0,0.0,1,28,22.53,22.53
2022-02-01,2022,2,S01,SKU0019,GROCERY,4276,1,3,0.107,1,28,3.58,3.47
2022-02-01,2022,2,S01,SKU0020,GROCERY,2436,1,5,0.179,1,28,9.15,8.66
2022-02-01,2022,2,S01,SKU0021,DAIRY,1728,0,0,0.0,1,28,20.98,20.98
2022-02-01,2022,2,S01,SKU0022,DAIRY,2387,1,14,0.5,1,28,14.25,12.11
2022-02-01,2022,2,S01,SKU0023,DAIRY,1153,0,0,0.0,1,28,3.25,3.25
2022-02-01,2022,2,S01,SKU0024,DAIRY,3454,0,0,0.0,1,28,6.17,6.17
2022-02-01,2022,2,S01,SKU0025,DAIRY,808,1,7,0.25,1,28,18.11,16.75
2022-02-01,2022,2,S01,SKU0026,DAIRY,2519,0,0,0.0,1,28,3.24,3.24
2022-02-01,2022,2,S01,SKU0027,CLEANING,788,0,0,0.0,1,28,21.78,21.78
2022-02-01,2022,2,S01,SKU0028,CLEANING,1871,1,13,0.464,1,28,2.99,2.57
2022-02-01,2022,2,S01,SKU0029,CLEANING,735,0,0,0.0,1,28,18.65,18.65
2022-02-01,2022,2,S01,SKU0030,CLEANING,2384,1,12,0.429,1,28,12.6,10.98
2022-02-01,2022,2,S01,SKU0031,CLEANING,645,1,4,0.143,1,28,19.38,18.55
2022-02-01,2022,2,S01,SKU0032,CLEANING,1080,0,0,0.0,1,28,13.1,13.1
2022-02-01,2022,2,S01,SKU0033,PERSONAL_CARE,902,0,0,0.0,1,28,2.1,2.1
2022-02-01,2022,2,S01,SKU0034,PERSONAL_CARE,326,0,0,0.0,1,28,16.46,16.46
2022-02-01,2022,2,S01,SKU0035,PERSONAL_CARE,572,0,0,0.0,1,28,22.83,22.83
2022-02-01,2022,2,S01,SKU0036,PERSONAL_CARE,1025,1,11,0.393,1,28,19.26,16.99
2022-02-01,2022,2,S01,SKU0037,PERSONAL_CARE,521,0,0,0.0,1,28,8.31,8.31
2022-02-01,2022,2,S01,SKU0038,PERSONAL_CARE,416,0,0,0.0,1,28,20.49,20.49
2022-02-01,2022,2,S01,SKU0039,PERSONAL_CARE,936,0,0,0.0,1,28,20.39,20.39
2022-02-01,2022,2,S01,SKU0040,PERSONAL_CARE,476,1,1,0.036,1,28,14.17,14.02
2022-02-01,2022,2,S02,SKU0001,BEVERAGES,1577,0,0,0.0,1,28,18.7,18.7
2022-02-01,2022,2,S02,SKU0002,BEVERAGES,1954,0,0,0.0,1,28,5.17,5.17
2022-02-01,2022,2,S02,SKU0003,BEVERAGES,878,0,0,0.0,1,28,15.63,15.63
2022-02-01,2022,2,S02,SKU0004,BEVERAGES,2311,0,0,0.0,1,28,24.29,24.29
2022-02-01,2022,2,S02,SKU0005,BEVERAGES,2710,0,0,0.0,1,28,5.77,5.77
2022-02-01,2022,2,S02,SKU0006,BEVERAGES,1087,0,0,0.0,1,28,13.83,13.83
2022-02-01,2022,2,S02,SKU0007,BEVERAGES,1760,0,0,0.0,1,28,15.88,15.88
2022-02-01,2022,2,S02,SKU0008,BEVERAGES,1604,1,9,0.321,1,28,10.11,9.14
2022-02-01,2022,2,S02,SKU0009,BEVERAGES,2533,1,7,0.25,1,28,6.19,5.72
2022-02-01,2022,2,S02,SKU0010,BEVERAGES,2575,1,8,0.286,1,28,2.59,2.37
2022-02-01,2022,2,S02,SKU0011,GROCERY,2866,0,0,0.0,1,28,3.03,3.03
2022-02-01,2022,2,S02,SKU0012,GROCERY,3558,0,0,0.0,1,28,20.5,20.5
2022-02-01,2022,2,S02,SKU0013,GROCERY,1701,0,0,0.0,1,28,17.58,17.58
2022-02-01,2022,2,S02,SKU0014,GROCERY,2011,0,0,0.0,1,28,13.14,13.14
2022-02-01,2022,2,S02,SKU0015,GROCERY,1082,0,0,0.0,1,28,7.58,7.58
2022-02-01,2022,2,S02,SKU0016,GROCERY,3286,1,9,0.321,1,28,13.72,12.4
2022-02-01,2022,2,S02,SKU0017,GROCERY,2447,0,0,0.0,1,28,24.29,24.29
2022-02-01,2022,2,S02,SKU0018,GROCERY,3742,1,6,0.214,1,28,22.53,21.08
2022-02-01,2022,2,S02,SKU0019,GROCERY,2444,0,0,0.0,1,28,3.58,3.58
2022-02-01,2022,2,S02,SKU0020,GROCERY,1499,0,0,0.0,1,28,9.15,9.15
2022-02-01,2022,2,S02,SKU0021,DAIRY,1164,0,0,0.0,1,28,20.98,20.98
2022-02-01,2022,2,S02,SKU0022,DAIRY,1157,0,0,0.0,1,28,14.25,14.25
2022-02-01,2022,2,S02,SKU0023,DAIRY,831,0,0,0.0,1,28,3.25,3.25
2022-02-01,2022,2,S02,SKU0024,DAIRY,2372,0,0,0.0,1,28,6.17,6.17
2022-02-01,2022,2,S02,SKU0025,DAIRY,458,0,0,0.0,1,28,18.11,18.11
2022-02-01,2022,2,S02,SKU0026,DAIRY,1777,0,0,0.0,1,28,3.24,3.24
2022-02-01,2022,2,S02,SKU0027,CLEANING,531,0,0,0.0,1,28,21.78,21.78
2022-02-01,2022,2,S02,SKU0028,CLEANING,816,0,0,0.0,1,28,2.99,2.99
2022-02-01,2022,2,S02,SKU0029,CLEANING,544,0,0,0.0,1,28,18.65,18.65
2022-02-01,2022,2,S02,SKU0030,CLEANING,881,0,0,0.0,1,28,12.6,12.6
2022-02-01,2022,2,S02,SKU0031,CLEANING,352,0,0,0.0,1,28,19.38,19.38
2022-02-01,2022,2,S02,SKU0032,CLEANING,719,0,0,0.0,1,28,13.1,13.1
2022-02-01,2022,2,S02,SKU0033,PERSONAL_CARE,518,0,0,0.0,1,28,2.1,2.1
2022-02-01,2022,2,S02,SKU0034,PERSONAL_CARE,233,0,0,0.0,1,28,16.46,16.46
2022-02-01,2022,2,S02,SKU0035,PERSONAL_CARE,416,0,0,0.0,1,28,22.83,22.83
2022-02-01,2022,2,S02,SKU0036,PERSONAL_CARE,602,1,8,0.286,1,28,19.26,17.61
2022-02-01,2022,2,S02,SKU0037,PERSONAL_CARE,347,0,0,0.0,1,28,8.31,8.31
2022-02-01,2022,2,S02,SKU0038,PERSONAL_CARE,371,1,8,0.286,1,28,20.49,18.73
2022-02-01,2022,2,S02,SKU0039,PERSONAL_CARE,655,0,0,0.0,1,28,20.39,20.39
2022-02-01,2022,2,S02,SKU0040,PERSONAL_CARE,302,0,0,0.0,1,28,14.17,14.17
2022-02-01,2022,2,S03,SKU0001,BEVERAGES,2947,1,2,0.071,1,28,18.7,18.3
2022-02-01,2022,2,S03,SKU0002,BEVERAGES,4216,1,8,0.286,1,28,5.17,4.73
2022-02-01,2022,2,S03,SKU0003,BEVERAGES,1940,1,5,0.179,1,28,15.63,14.79
2022-02-01,2022,2,S03,SKU0004,BEVERAGES,6375,1,9,0.321,1,28,24.29,21.95
2022-02-01,2022,2,S03,SKU0005,BEVERAGES,4549,0,0,0.0,1,28,5.77,5.77
2022-02-01,2022,2,S03,SKU0006,BEVERAGES,1949,0,0,0.0,1,28,13.83,13.83
2022-02-01,2022,2,S03,SKU0007,BEVERAGES,2865,0,0,0.0,1,28,15.88,15.88
2022-02-01,2022,2,S03,SKU0008,BEVERAGES,2107,1,3,0.107,1,28,10.11,9.79
2022-02-01,2022,2,S03,SKU0009,BEVERAGES,2935,0,0,0.0,1,28,6.19,6.19
2022-02-01,2022,2,S03,SKU0010,BEVERAGES,4593,1,7,0.25,1,28,2.59,2.4
2022-02-01,2022,2,S03,SKU0011,GROCERY,4862,0,0,0.0,1,28,3.03,3.03
2022-02-01,2022,2,S03,SKU0012,GROCERY,6349,0,0,0.0,1,28,20.5,20.5
2022-02-01,2022,2,S03,SKU0013,GROCERY,4216,1,7,0.25,1,28,17.58,16.26
2022-02-01,2022,2,S03,SKU0014,GROCERY,3850,1,1,0.036,1,28,13.14,13.0
2022-02-01,2022,2,S03,SKU0015,GROCERY,2082,0,0,0.0,1,28,7.58,7.58
2022-02-01,2022,2,S03,SKU0016,GROCERY,4968,0,0,0.0,1,28,13.72,13.72
2022-02-01,2022,2,S03,SKU0017,GROCERY,3799,0,0,0.0,1,28,24.29,24.29
2022-02-01,2022,2,S03,SKU0018,GROCERY,5885,0,0,0.0,1,28,22.53,22.53
2022-02-01,2022,2,S03,SKU0019,GROCERY,4702,0,0,0.0,1,28,3.58,3.58
2022-02-01,2022,2,S03,SKU0020,GROCERY,2664,0,0,0.0,1,28,9.15,9.15
2022-02-01,2022,2,S03,SKU0021,DAIRY,2046,1,1,0.036,1,28,20.98,20.76
2022-02-01,2022,2,S03,SKU0022,DAIRY,2732,1,11,0.393,1,28,14.25,12.57
2022-02-01,2022,2,S03,SKU0023,DAIRY,1404,0,0,0.0,1,28,3.25,3.25
2022-02-01,2022,2,S03,SKU0024,DAIRY,4147,0,0,0.0,1,28,6.17,6.17
2022-02-01,2022,2,S03,SKU0025,DAIRY,879,0,0,0.0,1,28,18.11,18.11
2022-02-01,2022,2,S03,SKU0026,DAIRY,3228,0,0,0.0,1,28,3.24,3.24
2022-02-01,2022,2,S03,SKU0027,CLEANING,1393,1,5,0.179,1,28,21.78,20.61
2022-02-01,2022,2,S03,SKU0028,CLEANING,1403,0,0,0.0,1,28,2.99,2.99
2022-02-01,2022,2,S03,SKU0029,CLEANING,886,0,0,0.0,1,28,18.65,18.65
2022-02-01,2022,2,S03,SKU0030,CLEANING,1517,0,0,0.0,1,28,12.6,12.6
2022-02-01,2022,2,S03,SKU0031,CLEANING,851,1,6,0.214,1,28,19.38,18.13
2022-02-01,2022,2,S03,SKU0032,CLEANING,1972,1,7,0.25,1,28,13.1,12.12
2022-02-01,2022,2,S03,SKU0033,PERSONAL_CARE,1818,1,14,0.5,1,28,2.1,1.78
2022-02-01,2022,2,S03,SKU0034,PERSONAL_CARE,433,0,0,0.0,1,28,16.46,16.46
2022-02-01,2022,2,S03,SKU0035,PERSONAL_CARE,745,0,0,0.0,1,28,22.83,22.83
2022-02-01,2022,2,S03,SKU0036,PERSONAL_CARE,640,0,0,0.0,1,28,19.26,19.26
2022-02-01,2022,2,S03,SKU0037,PERSONAL_CARE,726,1,2,0.071,1,28,8.31,8.13
2022-02-01,2022,2,S03,SKU0038,PERSONAL_CARE,510,0,0,0.0,1,28,20.49,20.49
2022-02-01,2022,2,S03,SKU0039,PERSONAL_CARE,1161,0,0,0.0,1,28,20.39,20.39
2022-02-01,2022,2,S03,SKU0040,PERSONAL_CARE,554,0,0,0.0,1,28,14.17,14.17
2022-03-01,2022,3,S01,SKU0001,BEVERAGES,3065,0,0,0.0,0,31,18.7,18.7
2022-03-01,2022,3,S01,SKU0002,BEVERAGES,5935,1,8,0.258,0,31,5.17,4.77
2022-03-01,2022,3,S01,SKU0003,BEVERAGES,2288,1,8,0.258,0,31,15.63,14.42
2022-03-01,2022,3,S01,SKU0004,BEVERAGES,4365,0,0,0.0,0,31,24.29,24.29
2022-03-01,2022,3,S01,SKU0005,BEVERAGES,5012,0,0,0.0,0,31,5.77,5.77
2022-03-01,2022,3,S01,SKU0006,BEVERAGES,2228,1,3,0.097,0,31,13.83,13.43
2022-03-01,2022,3,S01,SKU0007,BEVERAGES,2949,0,0,0.0,0,31,15.88,15.88
2022-03-01,2022,3,S01,SKU0008,BEVERAGES,2365,1,6,0.194,0,31,10.11,9.52
2022-03-01,2022,3,S01,SKU0009,BEVERAGES,5421,1,7,0.226,0,31,6.19,5.77
2022-03-01,2022,3,S01,SKU0010,BEVERAGES,4639,1,6,0.194,0,31,2.59,2.44
2022-03-01,2022,3,S01,SKU0011,GROCERY,6994,1,8,0.258,0,31,3.03,2.8
2022-03-01,2022,3,S01,SKU0012,GROCERY,9643,1,6,0.194,0,31,20.5,19.31
2022-03-01,2022,3,S01,SKU0013,GROCERY,3337,0,0,0.0,0,31,17.58,17.58
2022-03-01,2022,3,S01,SKU0014,GROCERY,4118,0,0,0.0,0,31,13.14,13.14
2022-03-01,2022,3,S01,SKU0015,GROCERY,2640,1,7,0.226,0,31,7.58,7.07
2022-03-01,2022,3,S01,SKU0016,GROCERY,5553,0,0,0.0,0,31,13.72,13.72
2022-03-01,2022,3,S01,SKU0017,GROCERY,5170,1,6,0.194,0,31,24.29,22.88
2022-03-01,2022,3,S01,SKU0018,GROCERY,6949,1,6,0.194,0,31,22.53,21.22
2022-03-01,2022,3,S01,SKU0019,GROCERY,5159,0,0,0.0,0,31,3.58,3.58
2022-03-01,2022,3,S01,SKU0020,GROCERY,2701,0,0,0.0,0,31,9.15,9.15
2022-03-01,2022,3,S01,SKU0021,DAIRY,2767,1,7,0.226,0,31,20.98,19.56
2022-03-01,2022,3,S01,SKU0022,DAIRY,2006,0,0,0.0,0,31,14.25,14.25
2022-03-01,2022,3,S01,SKU0023,DAIRY,1466,0,0,0.0,0,31,3.25,3.25
2022-03-01,2022,3,S01,SKU0024,DAIRY,5542,1,11,0.355,0,31,6.17,5.51
2022-03-01,2022,3,S01,SKU0025,DAIRY,944,0,0,0.0,0,31,18.11,18.11
2022-03-01,2022,3,S01,SKU0026,DAIRY,3752,0,0,0.0,0,31,3.24,3.24
2022-03-01,2022,3,S01,SKU0027,CLEANING,1055,0,0,0.0,0,31,21.78,21.78
2022-03-01,2022,3,S01,SKU0028,CLEANING,1535,0,0,0.0,0,31,2.99,2.99
2022-03-01,2022,3,S01,SKU0029,CLEANING,967,0,0,0.0,0,31,18.65,18.65
2022-03-01,2022,3,S01,SKU0030,CLEANING,1682,1,2,0.065,0,31,12.6,12.36
2022-03-01,2022,3,S01,SKU0031,CLEANING,706,0,0,0.0,0,31,19.38,19.38
