date,sku,product_name,category,brand,unit_price,sales,revenue
2022-04-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1309,392700
2022-05-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1280,384000
2022-06-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1175,352500
2022-07-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1043,312900
2022-08-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,895,268500
2022-09-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,786,235800
2022-10-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,749,224700
2022-11-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,797,239100
2022-12-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,937,281100
2023-01-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1070,321000
2023-02-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1265,379500
2023-03-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1366,409800
2023-04-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1370,411000
2023-05-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1335,400500
2023-06-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1296,388800
2023-07-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1088,326400
2023-08-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,919,275700
2023-09-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,882,264600
2023-10-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,868,260400
2023-11-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,867,260100
2023-12-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,994,298200
2024-01-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1135,340500
2024-02-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1320,396000
2024-03-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1438,431400
2024-04-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1395,418500
2024-05-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1438,431400
2024-06-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1304,391200
2024-07-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1202,360600
2024-08-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1011,303300
2024-09-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,938,281400
2024-10-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,894,268200
2024-11-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,930,279000
2024-12-01,SEA-1006,Seasonal Standard 1,Footwear,BrandB,300,1032,309600
2022-01-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1239,433650
2022-02-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1434,501900
2022-03-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1540,539000
2022-04-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1619,566650
2022-05-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1495,523250
2022-06-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1366,478100
2022-07-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1147,401450
2022-08-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,989,346150
2022-09-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,898,314300
2022-10-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,920,322000
2022-11-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,990,346500
2022-12-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1144,400400
2023-01-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1367,478450
2023-02-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1516,530600
2023-03-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1627,569450
2023-04-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1628,569800
2023-05-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1571,549850
2023-06-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1418,496300
2023-07-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1234,431900
2023-08-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1106,387100
2023-09-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,994,347900
2023-10-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1005,351750
2023-11-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1119,391650
2023-12-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1276,446600
2024-01-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1401,490350
2024-02-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1621,567350
2024-03-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1710,598500
2024-04-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1743,610050
2024-05-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1695,593250
2024-06-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1531,535850
2024-07-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1341,469350
2024-08-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1180,413000
2024-09-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1089,381150
2024-10-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1050,367500
2024-11-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1171,409850
2024-12-01,SEA-1007,Seasonal Standard 2,Footwear,BrandB,350,1365,477750
2022-01-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1542,616800
2022-02-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1743,697200
2022-03-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1866,746400
2022-04-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1867,746800
2022-05-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1627,650800
2022-06-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1483,593200
2022-07-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1260,504000
2022-08-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1104,441600
2022-09-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1087,434800
2022-10-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1089,435600
2022-11-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1228,491200
2022-12-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1414,565600
2023-01-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1700,680000
2023-02-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1826,730400
2023-03-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1927,770800
2023-04-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1924,769600
2023-05-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1777,710800
2023-06-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1599,639600
2023-07-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1382,552800
2023-08-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1218,487200
2023-09-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1116,446400
2023-10-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1182,472800
2023-11-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1399,559600
2023-12-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1529,611600
2024-01-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1751,700400
2024-02-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1949,779600
2024-03-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,2037,814800
2024-04-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1986,794400
2024-05-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1870,748000
2024-06-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1673,669200
2024-07-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1487,594800
2024-08-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1283,513200
2024-09-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1262,504800
2024-10-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1279,511600
2024-11-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1435,574000
2024-12-01,SEA-1008,Seasonal Standard 3,Footwear,BrandB,400,1638,655200
2022-01-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1872,842400
2022-02-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1999,899550
2022-03-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2124,955800
2022-04-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2033,914850
2022-05-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1812,815400
2022-06-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1584,712800
2022-07-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1311,589950
2022-08-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1225,551250
2022-09-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1189,535050
2022-10-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1303,586350
2022-11-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1379,620550
2022-12-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1648,741600
2023-01-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2016,907200
2023-02-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2186,983700
2023-03-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2218,998100
2023-04-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2091,940950
2023-05-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1955,879750
2023-06-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1785,803250
2023-07-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1507,678150
2023-08-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1338,602100
2023-09-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1294,582300
2023-10-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1353,608850
2023-11-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1611,724950
2023-12-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1935,870750
2024-01-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2078,935100
2024-02-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2262,1017900
2024-03-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2346,1055700
2024-04-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2207,993150
2024-05-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,2096,943200
2024-06-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1842,828900
2024-07-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1576,709200
2024-08-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1466,659700
2024-09-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1486,668700
2024-10-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1504,676800
2024-11-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1671,751950
2024-12-01,SEA-1009,Seasonal Standard 4,Footwear,BrandB,450,1997,898650
2022-01-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2153,1076500
2022-02-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2373,1186500
2022-03-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2329,1164500
2022-04-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2255,1127500
2022-05-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1970,985000
2022-06-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1679,839500
2022-07-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1487,743500
2022-08-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1344,672000
2022-09-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1325,662500
